Product Name,Product Price,Product URL,Brand,Color,Memory Storage Capacity,Ratings
"Moto G Stylus (2020) - Unlocked Smartphone - US Warranty - 128GB - Mystic Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",299,https://www.amazon.com//Moto-Stylus-Unlocked-Smartphone-Warranty/dp/B087H9FDRM/ref=sr_1_9?dchild=1&keywords=Motorola+Mobile&qid=1619350562&sr=8-9,Motorola,Mystic Indigo,128 GB,4.4
Motorola One 5G Ace | 2021 | 2-Day Battery | Unlocked | Made for US by Motorola | 6/128GB | 48MP Camera | Hazy Silver,399.99,https://www.amazon.com//Motorola-Battery-Unlocked-Camera-Silver/dp/B08NWD7K8H/ref=sr_1_15?dchild=1&keywords=Motorola+Mobile&qid=1619350562&sr=8-15,Motorola,Hazy Silver,128 GB,4.4
Motorola Moto E7 Plus XT2081-1 64GB Dual Sim GSM Unlocked Android Smartphone - Misty Blue,159,https://www.amazon.com//Motorola-XT2081-1-Factory-Unlocked-Smartphone/dp/B08JQQHQXW/ref=sr_1_5?dchild=1&keywords=Motorola+Mobile&qid=1619350562&sr=8-5,Motorola,Mystic Blue,64 GB,4.3
"Moto G8 Power Lite (64GB, 4GB) 6.5"", Dual SIM GSM Unlocked Smartphone, 4G LTE - International Model (XT2055) - Arctic Blue",159.99,https://www.amazon.com//Moto-Power-Lite-Unlocked-Smartphone/dp/B088WFCL6C/ref=sr_1_25?dchild=1&keywords=Motorola+Mobile&qid=1619350977&sr=8-25,Motorola,Arctic Blue,64 GB,4.2
"Moto G Power (2020) – Unlocked Smartphone - 64GB – Smoke Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",319,https://www.amazon.com//Moto-Power-Unlocked-Smartphone-Warranty/dp/B087HCYT7G/ref=sr_1_4?dchild=1&keywords=Motorola+Mobile&qid=1619350562&sr=8-4,Motorola,Smoke Black,64 GB,4.2
"Moto G7 Play (32GB, 3GB RAM) 5.7"" HD+ Max Vision, 4G LTE T-Mobile Unlocked (AT&T, Metro, Straight Talk, Global) XT1952-4 (Black, 64GB SD Bundle)",125.45,https://www.amazon.com//Vision-T-Mobile-Unlocked-Straight-XT1952-4/dp/B08LF2SZSZ/ref=sr_1_26?dchild=1&keywords=Motorola+Mobile&qid=1619350977&sr=8-26,Motorola,Black,32 GB,4.1
"Moto G9 Power (128GB, 4GB) 6.8"" HD+, Snapdragon 662, 6000mAh Battery, Dual SIM GSM Global Unlocked 4G LTE (T-Mobile, AT&T, Metro) International Model XT2091-4 (64GB SD Bundle) (Jazz Blue)",219.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06454812YLW5FGV6W7OW&url=%2FG9-Snapdragon-Unlocked-T-Mobile-International%2Fdp%2FB08SNWG45W%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DMotorola%2BMobile%26qid%3D1619350562%26sr%3D8-2-spons%26psc%3D1%26smid%3DA3QZ4GOG6ETYGB&qualifier=1619350562&id=8747733888656339&widgetName=sp_atf,Motorola,Jazz Blue,128 GB,4.1
"Moto G9 Power 2021 (128GB, 4GB) 6.8"" HD+, Snapdragon 662, 6000mAh, 64MP Triple Camera, Dual SIM GSM Unlocked Global 4G LTE (T-Mobile, AT&T, Metro) International Model XT2091 (Metallic Sage)",229.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A08986461LRVIQGEAFFKD&url=%2FSnapdragon-Unlocked-T-Mobile-International-Metallic%2Fdp%2FB08NG5Z6YL%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DMotorola%2BMobile%26qid%3D1619350977%26sr%3D8-17-spons%26psc%3D1%26smid%3DA3QZ4GOG6ETYGB&qualifier=1619350977&id=8460880125813507&widgetName=sp_atf_next,Motorola,Metallic Sage,128 GB,4.1
Motorola Moto E6 Play XT2029-1 32GB Unlocked GSM Dual SIM Phone w/ 13MP Camera - Steel Black,139.99,https://www.amazon.com//Motorola-XT2029-1-Unlocked-Phone-Camera/dp/B0813YF8R8/ref=sr_1_6?dchild=1&keywords=Motorola+Mobile&qid=1619350562&sr=8-6,Motorola,Steel Black,32 GB,4
"Motorola One Fusion (128GB, 4GB) 6.5"", 48MP Quad Camera, 5000mAh Battery, Dual SIM GSM Unlocked Global 4G LTE (T-Mobile, AT&T, Metro) International Model XT2073 (Ocean Blue)",200.01,https://www.amazon.com//Motorola-5000mAh-Unlocked-T-Mobile-International/dp/B08F2X9KZM/ref=sr_1_20?dchild=1&keywords=Motorola+Mobile&qid=1619350562&sr=8-20,Motorola,Ocean Blue,128 GB,4
"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo)",154.97,https://www.amazon.com//Motorola-Moto-G6-Play-16GB/dp/B07FMD7MRX/ref=sr_1_8?dchild=1&keywords=Motorola+Mobile&qid=1619350562&sr=8-8,Motorola,Deep Indigo,16 GB,3.6
"Moto G 5G 2021 (128GB, 6GB) 6.7"" FHD+ Water Repellent, Snapdragon 750, 5000mAh, Dual SIM GSM Unlocked Euro 5G Only/Global 4G LTE (T-Mobile, AT&T, Metro, Cricket) International Model XT2113-3 (Gray)",279.99,https://www.amazon.com//Repellent-Snapdragon-Unlocked-International-XT2113-3/dp/B08QW6CCLN/ref=sr_1_22?dchild=1&keywords=Motorola+Mobile&qid=1619350977&sr=8-22,Motorola,Gray,128 GB,3.6
OnePlus 6T A6013 128GB Storage + 8GB Memory T-Mobile and GSM + Verizon Unlocked 6.41 inch AMOLED Display Android 9 - Mirror Black US Version,349,https://www.amazon.com//OnePlus-Storage-Factory-Unlocked-Display/dp/B07K76LBLZ/ref=sr_1_41?dchild=1&keywords=Oneplus+Mobile&qid=1619350327&sr=8-41,ONE PLUS 6T,Black,128 GB,4.5
"OnePlus 8 5G UW (128GB, 8GB) 6.55"" 90Hz AMOLED, Snapdragon 865, Volte (GSM+CDMA) Verizon Unlocked (T-Mobile, AT&T, Metro) IN2019 w/Fast Car Charger (Onyx Black)",509.99,https://www.amazon.com//OnePlus-5G-UW-Snapdragon-Unlocked/dp/B08R6H98QC/ref=sr_1_12?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-12,OnePlus,Onyx Black,128 GB,4.7
"OnePlus Nord N100 Midnight Frost Unlocked Smartphone​, 4GB+64GB, US Version, Model BE2011",179.99,https://www.amazon.com//OnePlus-Midnight-Unlocked-Smartphone-BE2011/dp/B07XM8GDWC/ref=sr_1_3?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-3,OnePlus,Midnight Frost,64 GB,4.5
"OnePlus 8T Aquamarine Green, 5G Unlocked Android Smartphone U.S. Version, 256GB Storage + 12GB RAM, 120Hz Fluid Display, Quad Camera",599.99,https://www.amazon.com//OnePlus-Aquamarine-Unlocked-Android-Smartphone/dp/B08KXB3R7S/ref=sr_1_5?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-5,OnePlus,Aquamarine Green,256 GB,4.5
"OnePlus 8 Pro Ultramarine Blue, 5G Unlocked Android Smartphone U.S Version, 12GB RAM+256GB Storage, 120Hz Fluid Display,Quad Camera, Wireless Charge, with Alexa Built-in",899.99,https://www.amazon.com//OnePlus-Ultramarine-Unlocked-Smartphone-Wireless/dp/B08723GJ2T/ref=sr_1_1?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-1,OnePlus,Ultramarine Blue,256 GB,4.5
"OnePlus Nord N100 (64GB, 4GB) 6.52"" 90Hz Display, Snapdragon, 5000mAh, Dual SIM GSM Unlocked Global 4G LTE (T-Mobile, AT&T, Metro, Straight Talk) International Model (Midnight Frost, 64GB SD Bundle)",179.99,https://www.amazon.com//OnePlus-Snapdragon-Unlocked-T-Mobile-International/dp/B07XY7XG5N/ref=sr_1_8?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-8,OnePlus,Midnight Frost,64 GB,4.3
"OnePlus Nord N10 5G Unlocked Smartphone, Midnight Ice​, 90Hz Refresh Rate, 6GB RAM + 128GB storage, US Version, Model BE2026",299.99,https://www.amazon.com//OnePlus-Unlocked-Smartphone-Midnight-BE2026/dp/B08R7D4KZJ/ref=sr_1_2?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-2,OnePlus,Midnight Ice,128 GB,4.3
OnePlus 7 Pro US Model GM1915 8GB RAM 256GB ROM T-Mobile Unlocked Single SIM Mirror Gray (Renewed),369,https://www.amazon.com//OnePlus-GM1915-T-Mobile-Unlocked-Renewed/dp/B07YQ8YQCW/ref=sr_1_6?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-6,OnePlus,Mirror Grey,256 GB,4.3
"OnePlus Nord N10 5G (128GB, 6GB) 6.49"", 90Hz Refresh Rate, Snapdragon 690, Dual SIM (Euro 5G /Global 4G LTE) GSM Unlocked (T-Mobile, AT&T, Metro) International Model (Midnight Ice, 64GB SD Bundle)",286.94,https://www.amazon.com//OnePlus-Nord-N10-5G-International/dp/B08R6H1J5R/ref=sr_1_10?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-10,OnePlus,Midnight Ice,128 GB,4.2
"OnePlus 9 Pro Morning Mist, 5G Unlocked Android Smartphone U.S Version,12GB RAM+256GB Storage,120Hz Fluid Display,Hasselblad Quad Camera,65W Ultra Fast Charge,50W Wireless Charge,with Alexa Built-in",1069.99,https://www.amazon.com//OnePlus-Unlocked-Smartphone-Hasselblad-Wireless/dp/B07XM7WVS8/ref=sr_1_4?dchild=1&keywords=Oneplus+Mobile&qid=1619350164&sr=8-4,OnePlus,Morning Mist,256 GB,2.3
Samsung Galaxy A21s A217M 64GB Dual SIM GSM Unlocked Android Smartphone (International Variant/US Compatible LTE) - Black,198.49,https://www.amazon.com//Samsung-SM-A217M-DS-Cameras-International/dp/B089V7SLRQ/ref=sr_1_19?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-19,SAMSUNG,Black,64 GB,4.5
"Samsung Galaxy A01 (A015M) 32GB, Dual SIM, GSM Unlocked, 5.7” Display Smartphone - International Version - Red",129.99,https://www.amazon.com//Samsung-Galaxy-Unlocked-Display-Smartphone/dp/B08DDH21C1/ref=sr_1_9?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-9,SAMSUNG,Red,32 GB,4.4
Samsung Galaxy A31 A315G 128GB Dual SIM GSM Unlocked Android Smartphone (International Variant/US Compatible LTE) - Prism Crush Blue,259.99,https://www.amazon.com//Samsung-Galaxy-A31-128GB-4GB-International/dp/B087CBZPX6/ref=sr_1_14?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-14,SAMSUNG,Prism Crush Blue,128 GB,4.4
"Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Quad Camera, Dual SIM GSM Unlocked A515F/DS- Global 4G LTE International Model (Black, 64GB SD + Case Bundle)",288.5,https://www.amazon.com//Samsung-Galaxy-Unlocked-A515F-International/dp/B0832B8HFJ/ref=sr_1_24?dchild=1&keywords=Samsung+Mobile&qid=1619349918&sr=8-24,SAMSUNG,Prism Crush Black,128 GB,4.4
Samsung Galaxy A71 SM-A715F/DS 4G LTE 128GB + 6GB Ram Octa Core LTE USA w/Four Cameras (64+12+5+5mp) Android (Prism Crush Silver),388,https://www.amazon.com//Samsung-SM-A715F-DS-Cameras-Android/dp/B084NXF5SH/ref=sr_1_12?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-12,SAMSUNG,Silver,128 GB,4.4
"Samsung Galaxy A10s with Fingerprint (32GB, 2GB RAM) 6.2"", Android 9.0, Dual SIM GSM Factory Unlocked A107M/DS - US + Global 4G LTE International Model (Blue, 32GB + 64GB SD Bundle)",145,https://www.amazon.com//Samsung-Fingerprint-Android-Factory-Unlocked/dp/B07XYDZPWF/ref=sr_1_19?dchild=1&keywords=Samsung+Mobile&qid=1619349918&sr=8-19,SAMSUNG,Blue,32 GB,4.3
"Samsung Galaxy A12 (A125M) 64GB Dual SIM, GSM Unlocked, (CDMA Verizon/Sprint Not Supported) Smartphone Latin American Version No Warranty (Red)",165.5,https://www.amazon.com//A125M-Unlocked-Supported-Smartphone-American/dp/B08SBRBCH1/ref=sr_1_10?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-10,SAMSUNG,Red,64 GB,4.3
"Samsung Galaxy A21s (A217F) 128GB, Dual-SIM, 6.4"" Infinity-U Display, Triple Camera, GSM Unlocked Smartphone - International Model (Black)",250,https://www.amazon.com//Samsung-Dual-SIM-Infinity-U-Unlocked-Smartphone/dp/B08KS1X4H9/ref=sr_1_20?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-20,SAMSUNG,Black,128 GB,4.3
Samsung Galaxy S20 FE G780F 128GB Dual Sim GSM Unlocked Android Smart Phone - International Version - Cloud White,524.12,https://www.amazon.com//Samsung-Galaxy-G780F-Unlocked-Android/dp/B08KYKS6M2/ref=sr_1_17?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-17,SAMSUNG,Cloud White,128 GB,4.2
"Samsung Galaxy Note 10 SM-N970F/DS 256GB 8GB RAM (Factory Unlocked) 6.3"" (GSM ONLY, No CDMA) - International Version (Aura Black)",559.99,https://www.amazon.com//Samsung-Galaxy-Note-10-SM-N970F/dp/B07WFHPZ2D/ref=sr_1_18?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-18,SAMSUNG,Aura Black,256 GB,4.2
"Samsung Galaxy A21s (64GB, 4GB) 6.4"" Infinity-U Display, Triple Camera, Dual SIM GSM Unlocked Global 4G LTE (T-Mobile, AT&T, Metro, Latin) International Model A217F/DS (64GB SD Bundle, Black)",207.49,https://www.amazon.com//Samsung-Infinity-U-Unlocked-T-Mobile-International/dp/B08TB3HFGK/ref=sr_1_22?dchild=1&keywords=Samsung+Mobile&qid=1619349918&sr=8-22,SAMSUNG,Black,64 GB,2.8
"Samsung Galaxy A52 5G, Factory Unlocked Smartphone, Android Cell Phone, Water Resistant, 64MP Camera, US Version, 128GB, Black",499.99,https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Resistant/dp/B08XX4P7LB/ref=sr_1_21?dchild=1&keywords=Samsung+Mobile&qid=1619349918&sr=8-21,Samsung Electronics,Black,128 GB,5
"Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera, 30X Space Zoom, Night Mode | Cloud Mint Green",699.99,https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Pro-Grade/dp/B08FYVMRM5/ref=sr_1_5?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-5,Samsung Electronics,Cloud Green,128 GB,4.6
"Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera, 30X Space Zoom, Night Mode | Cloud Navy",699.99,https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Pro-Grade/dp/B08FYTSXGQ/ref=sr_1_18?dchild=1&keywords=Vivo+Mobile&qid=1619350361&sr=8-18,Samsung Electronics,Cloud Navy,128 GB,4.6
"Samsung Electronics Galaxy Note 20 5G Factory Unlocked Android Cell Phone, US Version, 128GB of Storage, Mobile Gaming Smartphone, Long-Lasting Battery, Mystic Bronze, SM-N981UZNAXAA",999.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07557342YM9F2NB9KO8Z&url=%2FSamsung-Electronics-Smartphone-Long-Lasting-SM-N981UZNAXAA%2Fdp%2FB08BX8BZ1P%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BMobile%26qid%3D1619349744%26sr%3D8-2-spons%26psc%3D1&qualifier=1619349744&id=6457613797695893&widgetName=sp_atf,Samsung Electronics,Mystic Bronze,128 GB,4.6
"Samsung Electronics Galaxy Note 20 Ultra 5G Factory Unlocked Android Cell Phone, US Version, 128GB of Storage, Mobile Gaming Smartphone, Long-Lasting Battery, Mystic Bronze",1290.1,https://www.amazon.com//Samsung-Electronics-Unlocked-Smartphone-Long-Lasting/dp/B08BX7N9SK/ref=sr_1_4?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-4,Samsung Electronics,Mystic Bronze,128 GB,4.6
"Samsung Galaxy A71 5G Unlocked , 6.7"" AMOLED Screen,128GB of Storage, Long Lasting Battery, Single SIM, 2020 Model, US Version, Black",599.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08184223M9A9BB97W15M&url=%2FSamsung-Unlocked-Storage-Lasting-Battery%2Fdp%2FB08BX67ZNV%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BMobile%26qid%3D1619349744%26sr%3D8-1-spons%26psc%3D1&qualifier=1619349744&id=6457613797695893&widgetName=sp_atf,Samsung Electronics,Black,128 GB,4.5
"Samsung Galaxy S21 5G | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB, Phantom White (SM-G991UZWAXAA)",771.23,https://www.amazon.com//Samsung-Unlocked-Smartphone-Pro-Grade-SM-G991UZWAXAA/dp/B08N361Y2D/ref=sr_1_3?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-3,Samsung Electronics,Phantom White,128 GB,4.5
Samsung Galaxy A51 A515F 128GB DUOS GSM Unlocked Phone w/Quad Camera 48 MP + 12 MP + 5 MP + 5 MP (International Variant/US Compatible LTE) - Prism Crush Blue,271,https://www.amazon.com//Samsung-Galaxy-Camera-Unlocked-International/dp/B082YF7WY5/ref=sr_1_13?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-13,Samsung Electronics,Blue,128 GB,4.4
Simple Mobile Samsung Galaxy A20 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - GSM,126.99,https://www.amazon.com//Simple-Mobile-Samsung-Prepaid-Smartphone/dp/B07Y5V9CSW/ref=sr_1_10?dchild=1&keywords=Vivo+Mobile&qid=1619350361&sr=8-10,Simple Mobile,Black,32 GB,4.4
Simple Mobile SAMSUNG Galaxy S10 Lite 4G LTE Prepaid Smartphone (Locked) - Black - 128GB - Sim Card Included - GSM (SMSAG770U1GP5),599.99,https://www.amazon.com//Simple-Mobile-SAMSUNG-Prepaid-Smartphone/dp/B08WJMSJ23/ref=sr_1_8?dchild=1&keywords=Samsung+Mobile&qid=1619349744&sr=8-8,Simple Mobile,Black,128 GB,3
"TCL 10L, Unlocked Android Smartphone with 6.53"" FHD + LCD Display, 48MP Quad Rear Camera System, 64GB+6GB RAM, 4000mAh Battery",249.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A072294824T2HMDBXX0G0&url=%2FTCL-Unlocked-Android-Smartphone-Display%2Fdp%2FB087LYQ22N%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DOneplus%2BMobile%26qid%3D1619350280%26sr%3D8-17-spons%26psc%3D1&qualifier=1619350280&id=1842287834840654&widgetName=sp_atf_next,TCL,Mariana Blue,64 GB,4.4
(Free $35 Airtime Activation Promotion) Total Wireless Samsung Galaxy A01 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included -CDMA,59,https://www.amazon.com//Total-Wireless-Samsung-Prepaid-Smartphone/dp/B088NFQDSH/ref=sr_1_16?dchild=1&keywords=Vivo+Mobile&qid=1619350361&sr=8-16,Total Wireless,Black,16 GB,4.4
(Free $35 Airtime Activation Promotion) Total Wireless Samsung Galaxy A10e 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA,73.94,https://www.amazon.com//Total-Wireless-Samsung-Prepaid-Smartphone/dp/B07Y5TS6XX/ref=sr_1_20?dchild=1&keywords=Samsung+Mobile&qid=1619349918&sr=8-20,Total Wireless,Black,32 GB,4.3
(Free $20 Airtime Activation Promotion) TracFone Samsung Galaxy A10e 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA,79.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A048294711L0XCR0ZKMID&url=%2FTracfone-Samsung-Galaxy-Prepaid-Smartphone%2Fdp%2FB07Y5R57FS%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BMobile%26qid%3D1619349744%26sr%3D8-16-spons%26psc%3D1&qualifier=1619349744&id=6457613797695893&widgetName=sp_mtf,TracFone,Black,32 GB,4.4
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - SIM Card Included - CDMA,29.88,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04774073L6INM40N520B&url=%2FTracfone-Journey-Prepaid-Smartphone-Locked%2Fdp%2FB07Y5T9X4P%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BMobile%26qid%3D1619349744%26sr%3D8-21-spons%26psc%3D1&qualifier=1619349744&id=6457613797695893&widgetName=sp_btf,TracFone,Black,16 GB,4.3
TracFone Motorola Moto E6 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included - CDMA,47.34,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04766712QL9S9PJGXO9G&url=%2FTracfone-Motorola-Prepaid-Smartphone-Locked%2Fdp%2FB07Y5TTS2Q%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DSamsung%2BMobile%26qid%3D1619349744%26sr%3D8-22-spons%26psc%3D1&qualifier=1619349744&id=6457613797695893&widgetName=sp_btf,TracFone,Black,16 GB,4.3
"Unlocked Smartphones Ulefone Note 9P (2020) Android 10 Unlocked Cell phones, Triple Rear Camera Triple Card Slots, 6.52"" Waterdrop Full-Screen Dual SIM Phones, 4500mAh Global Bands, US Version - Green",159.99,https://www.amazon.com//Smartphones-Ulefone-Note-9P-Full-Screen/dp/B08BBXK6RQ/ref=sr_1_12?dchild=1&keywords=Vivo+Mobile&qid=1619350361&sr=8-12,Ulefone,Green,64 GB,4.1
"Xiaomi Redmi 9 64GB, 4GB RAM, 6.53"" Full HD + AI Quad Camera, LTE Factory Unlocked Smartphone - International Version (Carbon Grey)",154,https://www.amazon.com//Xiaomi-Camera-Factory-Unlocked-Smartphone/dp/B08B3QSVM6/ref=sr_1_12?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-12,Xiaomi,Carbon Gray,64 GB,4.7
"Xiaomi Redmi 9A - Smartphone 2 GB + 32 GB, Dual Sim, Blu (Sky Blue)",116.49,https://www.amazon.com//Xiaomi-Redmi-9A-Display-Unlocked/dp/B08CH6X6M5/ref=sr_1_7?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-7,Xiaomi,Sky Blue,32 GB,4.6
"Xiaomi Redmi 9 Smartphone, 3 GB + 32 GB, AI Quad Camera 6.53 ""Full HD + Display 5020 mAh (typ), Viola (Sunset Purple)",134.99,https://www.amazon.com//Xiaomi-Redmi-Unlocked-International-Version/dp/B089WBCZRD/ref=sr_1_15?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-15,Xiaomi,Sunset Purple,32 GB,4.6
"Xiaomi Redmi 9C Smartphone, 3 GB + 64 GB, 6.53 ""HD + Dot Drop Display 5000mAh (typ), con Sblocco Faccial AI, 13 MP, Tripla Fotocamera, Grigio (Midnight Grey)",154,https://www.amazon.com//Xiaomi-Redmi-9C-Unlocked-International/dp/B08FCDP4QC/ref=sr_1_8?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-8,Xiaomi,Midnight Gray,64 GB,4.6
